danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.831,0.8140000000000001,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,audio_features,2Vc6NJ9PW9gD9q343XFRKx,spotify:track:2Vc6NJ9PW9gD9q343XFRKx,https://api.spotify.com/v1/tracks/2Vc6NJ9PW9gD9q343XFRKx,https://api.spotify.com/v1/audio-analysis/2Vc6NJ9PW9gD9q343XFRKx,124539,4,Dark Trap,Mercury: Retrograde,,
0.7190000000000001,0.493,8,-7.23,1,0.0794,0.401,0.0,0.118,0.124,115.08,audio_features,7pgJBLVz5VmnL7uGHmRj6p,spotify:track:7pgJBLVz5VmnL7uGHmRj6p,https://api.spotify.com/v1/tracks/7pgJBLVz5VmnL7uGHmRj6p,https://api.spotify.com/v1/audio-analysis/7pgJBLVz5VmnL7uGHmRj6p,224427,4,Dark Trap,Pathology,,
0.85,0.893,5,-4.783,1,0.0623,0.0138,4.14e-06,0.372,0.0391,218.05,audio_features,0vSWgAlfpye0WCGeNmuNhy,spotify:track:0vSWgAlfpye0WCGeNmuNhy,https://api.spotify.com/v1/tracks/0vSWgAlfpye0WCGeNmuNhy,https://api.spotify.com/v1/audio-analysis/0vSWgAlfpye0WCGeNmuNhy,98821,4,Dark Trap,Symbiote,,
0.476,0.7809999999999999,0,-4.71,1,0.103,0.0237,0.0,0.114,0.175,186.948,audio_features,0VSXnJqQkwuH2ei1nOQ1nu,spotify:track:0VSXnJqQkwuH2ei1nOQ1nu,https://api.spotify.com/v1/tracks/0VSXnJqQkwuH2ei1nOQ1nu,https://api.spotify.com/v1/audio-analysis/0VSXnJqQkwuH2ei1nOQ1nu,123661,3,Dark Trap,ProductOfDrugs (Prod. The Virus and Antidote),,
0.7979999999999999,0.624,2,-7.667999999999999,1,0.293,0.217,0.0,0.166,0.591,147.988,audio_features,4jCeguq9rMTlbMmPHuO7S3,spotify:track:4jCeguq9rMTlbMmPHuO7S3,https://api.spotify.com/v1/tracks/4jCeguq9rMTlbMmPHuO7S3,https://api.spotify.com/v1/audio-analysis/4jCeguq9rMTlbMmPHuO7S3,123298,4,Dark Trap,Venom,,
0.721,0.568,0,-11.295,1,0.414,0.0452,0.212,0.128,0.109,144.915,audio_features,6fsypiJHyWmeINsOLC1cos,spotify:track:6fsypiJHyWmeINsOLC1cos,https://api.spotify.com/v1/tracks/6fsypiJHyWmeINsOLC1cos,https://api.spotify.com/v1/audio-analysis/6fsypiJHyWmeINsOLC1cos,112511,4,Dark Trap,Gatteka,,
0.718,0.6679999999999999,8,-4.162,1,0.1369999999999999,0.0254,0.0078,0.124,0.038,130.826,audio_features,0XfQbq7DaMOmVXgQ71eA6E,spotify:track:0XfQbq7DaMOmVXgQ71eA6E,https://api.spotify.com/v1/tracks/0XfQbq7DaMOmVXgQ71eA6E,https://api.spotify.com/v1/audio-analysis/0XfQbq7DaMOmVXgQ71eA6E,77584,4,Dark Trap,kamikaze (+ pulse),,
0.6940000000000001,0.711,8,-5.525,1,0.221,0.0397,0.0,0.1119999999999999,0.283,138.049,audio_features,0LLeuNBWPOg3XA73yab3PT,spotify:track:0LLeuNBWPOg3XA73yab3PT,https://api.spotify.com/v1/tracks/0LLeuNBWPOg3XA73yab3PT,https://api.spotify.com/v1/audio-analysis/0LLeuNBWPOg3XA73yab3PT,127524,3,Dark Trap,T.R.U. (Totally Rotten Underground),,
0.774,0.7509999999999999,1,-2.445,1,0.198,0.0614,0.0,0.0728,0.1889999999999999,219.96,audio_features,37gqBnUAZe8BY8WR56kDNk,spotify:track:37gqBnUAZe8BY8WR56kDNk,https://api.spotify.com/v1/tracks/37gqBnUAZe8BY8WR56kDNk,https://api.spotify.com/v1/audio-analysis/37gqBnUAZe8BY8WR56kDNk,140326,4,Dark Trap,I Put My Dick in Your Mental,,
0.893,0.907,11,-10.406,1,0.367,0.152,0.0311,0.5579999999999999,0.302,199.942,audio_features,2ggqfj97qyiORmXoVFzP5j,spotify:track:2ggqfj97qyiORmXoVFzP5j,https://api.spotify.com/v1/tracks/2ggqfj97qyiORmXoVFzP5j,https://api.spotify.com/v1/audio-analysis/2ggqfj97qyiORmXoVFzP5j,121979,4,Dark Trap,Andromeda,,
0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.2689999999999999,0.255,179.722,audio_features,7lRlq939cDG4SzWOF4VAnd,spotify:track:7lRlq939cDG4SzWOF4VAnd,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd,186480,4,Emo,I'm Not Okay (I Promise),,
0.634,0.8859999999999999,2,-3.466,1,0.0517,0.0291,0.0,0.342,0.922,161.933,audio_features,5kD9T7GForh8LnRz5ClbL8,spotify:track:5kD9T7GForh8LnRz5ClbL8,https://api.spotify.com/v1/tracks/5kD9T7GForh8LnRz5ClbL8,https://api.spotify.com/v1/audio-analysis/5kD9T7GForh8LnRz5ClbL8,168253,4,Emo,The Middle,,
0.409,0.86,1,-4.424,0,0.0451,0.0407,0.0,0.0711,0.536,192.156,audio_features,5tDQ2Ep4MXcgjeLaZcwW6g,spotify:track:5tDQ2Ep4MXcgjeLaZcwW6g,https://api.spotify.com/v1/tracks/5tDQ2Ep4MXcgjeLaZcwW6g,https://api.spotify.com/v1/audio-analysis/5tDQ2Ep4MXcgjeLaZcwW6g,211547,4,Emo,Cute Without The 'E' (Cut From The Team),,
0.541,0.904,7,-3.0010000000000003,1,0.0435,0.00143,0.0,0.193,0.541,196.24400000000003,audio_features,5jZ1Z2GFTf2gwmFc3qiUxs,spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,https://api.spotify.com/v1/tracks/5jZ1Z2GFTf2gwmFc3qiUxs,https://api.spotify.com/v1/audio-analysis/5jZ1Z2GFTf2gwmFc3qiUxs,208693,4,Emo,The Taste of Ink,,
0.494,0.8420000000000001,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4,Emo,"Sugar, We're Goin Down",,
0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.09400000000002,audio_features,4bPQs0PHn4xbipzdPfn6du,spotify:track:4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,186635,4,Emo,I Write Sins Not Tragedies,,
0.517,0.906,1,-3.677,1,0.0735,0.0027199999999999,9.26e-06,0.113,0.731,172.977,audio_features,6SpLc7EXZIPpy0sVko0aoU,spotify:track:6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/audio-analysis/6SpLc7EXZIPpy0sVko0aoU,211520,4,Emo,Misery Business,,
0.6859999999999999,0.84,1,-5.142,1,0.159,0.0601,5.38e-06,0.1639999999999999,0.7040000000000001,105.0,audio_features,6vFD3c1WI1zuKoyk22dMw3,spotify:track:6vFD3c1WI1zuKoyk22dMw3,https://api.spotify.com/v1/tracks/6vFD3c1WI1zuKoyk22dMw3,https://api.spotify.com/v1/audio-analysis/6vFD3c1WI1zuKoyk22dMw3,203027,4,Emo,Little Things,,
0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.6859999999999999,143.519,audio_features,0Ti2dlF2xLjXblvdU5fCxM,spotify:track:0Ti2dlF2xLjXblvdU5fCxM,https://api.spotify.com/v1/tracks/0Ti2dlF2xLjXblvdU5fCxM,https://api.spotify.com/v1/audio-analysis/0Ti2dlF2xLjXblvdU5fCxM,206587,4,Emo,Miss Murder,,
0.544,0.7559999999999999,9,-4.365,0,0.033,0.0127,0.0,0.187,0.0902,125.278,audio_features,43CG5O08Tj6ODmSWQ9pfvF,spotify:track:43CG5O08Tj6ODmSWQ9pfvF,https://api.spotify.com/v1/tracks/43CG5O08Tj6ODmSWQ9pfvF,https://api.spotify.com/v1/audio-analysis/43CG5O08Tj6ODmSWQ9pfvF,272400,4,Emo,War All The Time,,
0.75,0.84,6,-4.855,1,0.349,0.369,0.0,0.0916,0.8009999999999999,198.108,audio_features,5DwWqxlff3SA0EbUrT4IzA,spotify:track:5DwWqxlff3SA0EbUrT4IzA,https://api.spotify.com/v1/tracks/5DwWqxlff3SA0EbUrT4IzA,https://api.spotify.com/v1/audio-analysis/5DwWqxlff3SA0EbUrT4IzA,213760,4,Hiphop,Stand Up,,
0.843,0.8059999999999999,4,-5.946000000000001,0,0.2689999999999999,0.143,0.0,0.0771,0.613,189.896,audio_features,0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,270507,4,Hiphop,Ms. Jackson,,
0.7509999999999999,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,audio_features,6bUNEbXT7HovLW6BgPCBsb,spotify:track:6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/tracks/6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/audio-analysis/6bUNEbXT7HovLW6BgPCBsb,369573,4,Hiphop,Roses,,
0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3,Hiphop,"So Fresh, So Clean",,
0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,audio_features,5z7mYFfhw6N6f23VwrokJD,spotify:track:5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/audio-analysis/5z7mYFfhw6N6f23VwrokJD,234000,4,Hiphop,The Way You Move (feat. Sleepy Brown),,
0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,audio_features,6e8Ou0wiqAzIpWb2eSxll8,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/audio-analysis/6e8Ou0wiqAzIpWb2eSxll8,197560,4,Hiphop,Miami,,
0.8009999999999999,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.6559999999999999,107.545,audio_features,2FK7fxjzQEXD7Z32HSF0Hl,spotify:track:2FK7fxjzQEXD7Z32HSF0Hl,https://api.spotify.com/v1/tracks/2FK7fxjzQEXD7Z32HSF0Hl,https://api.spotify.com/v1/audio-analysis/2FK7fxjzQEXD7Z32HSF0Hl,227267,4,Hiphop,"Men In Black - From ""Men In Black"" Soundtrack",,
0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.6940000000000001,107.016,audio_features,5AMvBCtX2rspUdoeJ9IsPN,spotify:track:5AMvBCtX2rspUdoeJ9IsPN,https://api.spotify.com/v1/tracks/5AMvBCtX2rspUdoeJ9IsPN,https://api.spotify.com/v1/audio-analysis/5AMvBCtX2rspUdoeJ9IsPN,268453,4,Hiphop,Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,,
0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,180.102,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4,Hiphop,In Da Club,,
0.619,0.578,11,-8.002,1,0.474,0.0214,3.37e-05,0.387,0.731,123.719,audio_features,0h5m65o5KnMFB4Gq47mbKt,spotify:track:0h5m65o5KnMFB4Gq47mbKt,https://api.spotify.com/v1/tracks/0h5m65o5KnMFB4Gq47mbKt,https://api.spotify.com/v1/audio-analysis/0h5m65o5KnMFB4Gq47mbKt,208144,5,Hiphop,Candy Shop,,
0.698,0.8440000000000001,7,-4.549,0,0.067,0.0577,1.6899999999999997e-05,0.105,0.446,126.937,audio_features,1OXfWI3FQMdsKKC6lkvzSx,spotify:track:1OXfWI3FQMdsKKC6lkvzSx,https://api.spotify.com/v1/tracks/1OXfWI3FQMdsKKC6lkvzSx,https://api.spotify.com/v1/audio-analysis/1OXfWI3FQMdsKKC6lkvzSx,198467,4,Pop,Glad You Came,,
0.6890000000000001,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,audio_features,4pSPMXaCjbaV3VSzZQYC7H,spotify:track:4pSPMXaCjbaV3VSzZQYC7H,https://api.spotify.com/v1/tracks/4pSPMXaCjbaV3VSzZQYC7H,https://api.spotify.com/v1/audio-analysis/4pSPMXaCjbaV3VSzZQYC7H,207893,4,Pop,Who Knew,,
0.688,0.7020000000000001,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,188.012,audio_features,6Knv6wdA0luoMUuuoYi2i1,spotify:track:6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,192191,4,Pop,My House,,
0.706,0.841,7,-3.956,1,0.0418,7.950000000000001e-05,0.0,0.0688,0.861,132.032,audio_features,2AZXe8nq18mPITmPy5KJwQ,spotify:track:2AZXe8nq18mPITmPy5KJwQ,https://api.spotify.com/v1/tracks/2AZXe8nq18mPITmPy5KJwQ,https://api.spotify.com/v1/audio-analysis/2AZXe8nq18mPITmPy5KJwQ,220227,4,Pop,Hot N Cold,,
0.858,0.677,1,-3.842,0,0.0465,0.0752,0.0,0.0718,0.925,117.005,audio_features,3veFQzlEOTpcGGIbYPKdYq,spotify:track:3veFQzlEOTpcGGIbYPKdYq,https://api.spotify.com/v1/tracks/3veFQzlEOTpcGGIbYPKdYq,https://api.spotify.com/v1/audio-analysis/3veFQzlEOTpcGGIbYPKdYq,188067,4,Pop,Love You Like A Love Song,,
0.5870000000000001,0.828,11,-5.1080000000000005,1,0.161,0.00327,0.0,0.331,0.494,123.907,audio_features,6r2BECwMgEoRb5yLfp0Hca,spotify:track:6r2BECwMgEoRb5yLfp0Hca,https://api.spotify.com/v1/tracks/6r2BECwMgEoRb5yLfp0Hca,https://api.spotify.com/v1/audio-analysis/6r2BECwMgEoRb5yLfp0Hca,260253,4,Pop,Born This Way,,
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,audio_features,6mnjcTmK8TewHfyOp3fC9C,spotify:track:6mnjcTmK8TewHfyOp3fC9C,https://api.spotify.com/v1/tracks/6mnjcTmK8TewHfyOp3fC9C,https://api.spotify.com/v1/audio-analysis/6mnjcTmK8TewHfyOp3fC9C,211920,4,Pop,Die Young,,
0.512,0.8029999999999999,2,-5.135,1,0.0531,0.00362,0.000583,0.1159999999999999,0.591,124.162,audio_features,294vBlXfZYspeI29SXZaON,spotify:track:294vBlXfZYspeI29SXZaON,https://api.spotify.com/v1/tracks/294vBlXfZYspeI29SXZaON,https://api.spotify.com/v1/audio-analysis/294vBlXfZYspeI29SXZaON,249693,4,Pop,Wake Me Up,,
0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,159.00799999999998,audio_features,3AszgPDZd9q0DpDFt4HFBy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/tracks/3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/audio-analysis/3AszgPDZd9q0DpDFt4HFBy,239240,4,Pop,Hey Ya! - Radio Mix,,
0.6940000000000001,0.602,10,-7.358,0,0.0276,0.472,0.0982,0.109,0.3289999999999999,209.99400000000003,audio_features,7jUBj3nZfs0dRqr68b4yxy,spotify:track:7jUBj3nZfs0dRqr68b4yxy,https://api.spotify.com/v1/tracks/7jUBj3nZfs0dRqr68b4yxy,https://api.spotify.com/v1/audio-analysis/7jUBj3nZfs0dRqr68b4yxy,164008,4,Pop,Smoke & Ash,,
0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,audio_features,41MCdlvXOl62B7Kv86Bb1v,spotify:track:41MCdlvXOl62B7Kv86Bb1v,https://api.spotify.com/v1/tracks/41MCdlvXOl62B7Kv86Bb1v,https://api.spotify.com/v1/audio-analysis/41MCdlvXOl62B7Kv86Bb1v,248431,4,Rap,Empty,,
0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.4629999999999999,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4,Rap,MIDDLE CHILD,,
0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999998,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4,Rap,SICKO MODE,,
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4,Rap,HIGHEST IN THE ROOM,,
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557,4,Rap,BUTTERFLY EFFECT,,
0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4,Rap,Ballin' (with Roddy Ricch),,
0.7909999999999999,0.5870000000000001,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4,Rap,Look Back at It,,
0.855,0.6509999999999999,0,-8.044,0,0.235,0.063,0.0,0.0772,0.5589999999999999,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4,Rap,Hot (feat. Gunna),,
0.932,0.547,0,-7.787000000000001,0,0.3329999999999999,0.0388,0.0,0.0924,0.695,94.998,audio_features,4sjiIpEv617LDXaidKioOI,spotify:track:4sjiIpEv617LDXaidKioOI,https://api.spotify.com/v1/tracks/4sjiIpEv617LDXaidKioOI,https://api.spotify.com/v1/audio-analysis/4sjiIpEv617LDXaidKioOI,176640,4,Rap,223's (feat. 9lokknine),,
0.901,0.4639999999999999,5,-9.789,0,0.0645,0.368,1.7100000000000002e-05,0.238,0.638,109.004,audio_features,1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,203267,4,Rap,Space Cadet (feat. Gunna),,
